Account Number,Score_Busy,Score_Cleanliness,Score_Cost,Score_Overall,Date
12031,9,4,8,8,23/12/2019
12031,7,5,6,4,26/9/2019
12031,6,5,5,5,7/6/2019
12031,1,8,3,2,22/3/2019
11097,4,6,4,6,25/12/2019
11097,2,8,3,5,5/9/2019
5819,10,7,7,10,22/12/2019
5819,3,1,1,3,16/9/2019
5819,5,1,1,1,26/6/2019
5819,7,3,2,6,5/3/2019
9576,9,10,3,6,1/12/2019
9576,10,10,3,7,4/9/2019
9576,9,9,5,5,28/6/2019
9576,9,9,5,9,25/3/2019
2623,5,9,7,9,10/12/2019
2623,6,9,9,10,2/9/2019
2623,4,10,8,8,19/6/2019
2623,6,10,6,7,18/3/2019
4383,10,6,10,9,13/12/2019
4383,10,8,10,7,23/9/2019
11792,9,8,9,9,16/12/2019
11792,8,9,9,9,19/9/2019
4021,5,7,10,9,4/12/2019
4021,5,1,6,5,29/9/2019
4021,5,1,7,2,24/6/2019
4021,7,1,8,3,13/3/2019
9537,4,7,8,8,11/12/2019
9537,6,8,9,9,12/9/2019
9537,5,7,8,5,21/6/2019
9537,6,7,7,8,7/3/2019
660,7,7,9,5,13/12/2019
660,9,6,10,8,18/9/2019
660,9,6,2,6,20/6/2019
660,8,8,3,5,25/3/2019
6258,10,10,9,8,21/12/2019
6258,9,10,10,7,3/9/2019
6258,7,10,8,7,22/6/2019
8408,7,1,1,3,20/12/2019
8408,6,6,8,8,23/9/2019
3475,2,9,3,5,31/12/2019
3475,1,9,3,4,8/9/2019
3475,2,8,4,6,1/6/2019
3475,2,9,5,4,31/3/2019
1842,8,2,10,7,15/12/2019
1842,10,2,10,9,2/9/2019
1842,8,1,10,8,12/6/2019
1842,10,3,8,8,29/3/2019
364,8,1,7,3,29/12/2019
364,7,1,8,3,22/9/2019
364,5,1,10,7,3/6/2019
364,6,1,8,6,28/3/2019
9799,5,8,6,6,14/12/2019
9799,5,10,4,5,27/9/2019
9799,7,9,2,8,25/6/2019
9799,9,7,3,6,1/3/2019
10819,2,7,5,5,31/12/2019
10819,1,8,8,4,5/9/2019
10819,3,8,2,4,26/6/2019
7602,3,3,9,5,23/12/2019
7602,5,3,8,7,19/9/2019
7602,6,3,6,5,17/6/2019
7602,1,8,6,6,23/3/2019
2244,3,10,8,5,5/12/2019
2244,4,8,6,8,23/9/2019
2244,6,3,1,4,23/6/2019
2244,5,4,3,2,17/3/2019
1268,3,7,6,4,1/12/2019
1268,5,5,5,5,27/9/2019
2991,8,10,7,10,23/12/2019
2991,6,8,8,9,5/9/2019
2991,5,7,8,8,20/6/2019
6119,5,10,7,5,21/12/2019
6119,9,3,6,7,12/9/2019
6119,9,3,8,5,16/6/2019
6119,7,7,7,5,21/3/2019
10345,8,7,9,9,14/12/2019
7010,10,2,4,7,11/12/2019
7010,5,3,8,4,28/9/2019
7010,7,5,7,6,14/6/2019
7010,6,6,8,6,3/3/2019
223,9,3,4,6,4/12/2019
223,7,3,4,5,8/9/2019
223,8,9,3,6,26/6/2019
223,6,8,3,6,18/3/2019
12360,8,8,1,4,18/12/2019
12360,9,10,1,4,17/9/2019
12360,7,10,2,7,6/6/2019
12360,7,9,2,7,9/3/2019
4392,10,7,7,6,2/12/2019
4392,10,8,8,6,26/9/2019
4392,10,6,7,8,14/6/2019
4392,10,8,9,9,28/3/2019
10836,7,2,10,6,9/12/2019
10836,5,3,10,8,6/9/2019
10836,4,2,10,7,23/6/2019
10836,5,1,9,3,20/3/2019
2524,5,7,7,5,13/12/2019
2524,3,8,6,6,18/9/2019
2524,2,6,8,6,9/6/2019
2524,4,8,8,7,2/3/2019
9103,3,6,8,7,13/12/2019
9103,4,1,2,2,15/9/2019
9103,2,3,1,1,27/6/2019
9103,1,3,7,1,31/3/2019
3443,10,10,10,10,23/12/2019
3443,10,10,8,9,17/9/2019
3443,5,6,8,7,2/6/2019
3443,3,8,10,7,4/3/2019
4965,10,4,9,5,9/12/2019
4965,10,3,10,6,24/9/2019
4965,10,2,10,6,14/6/2019
4965,8,1,9,6,24/3/2019
6269,7,6,4,3,16/12/2019
6269,9,7,6,7,22/9/2019
6269,8,8,8,10,10/6/2019
6269,10,8,7,7,13/3/2019
1350,5,8,7,8,29/12/2019
6056,8,3,1,2,7/12/2019
6056,10,4,1,3,19/9/2019
6056,8,6,1,7,22/6/2019
11093,8,8,10,7,8/12/2019
11093,10,7,10,7,8/9/2019
11093,4,3,7,3,26/6/2019
11093,4,2,6,6,11/3/2019
4736,2,4,6,5,15/12/2019
4736,1,2,4,2,27/9/2019
4736,1,1,2,3,6/6/2019
10890,9,7,9,7,1/12/2019
10890,10,7,10,8,15/9/2019
10890,8,6,10,10,5/6/2019
2226,5,4,1,3,24/12/2019
2226,3,3,1,1,11/9/2019
2226,7,6,8,9,15/6/2019
2226,5,5,7,5,16/3/2019
8097,10,7,10,7,8/12/2019
8097,10,6,10,8,15/9/2019
8097,8,8,10,10,28/6/2019
8097,7,9,10,7,19/3/2019
11481,8,2,10,7,29/12/2019
11481,9,4,9,8,9/9/2019
11481,7,2,7,6,14/6/2019
6667,3,3,1,2,24/12/2019
6667,1,2,1,2,2/9/2019
6667,2,1,3,1,13/6/2019
7993,10,2,10,9,1/12/2019
7993,6,7,8,8,6/9/2019
7993,6,5,9,8,5/6/2019
7993,7,7,9,7,14/3/2019
2484,1,7,8,3,26/12/2019
2484,1,9,9,5,9/9/2019
12283,1,8,8,5,12/12/2019
12283,2,7,6,5,18/9/2019
12283,1,9,7,4,18/6/2019
12283,1,9,6,3,4/3/2019
9634,2,6,8,5,17/12/2019
9634,1,6,6,5,11/9/2019
998,6,1,6,4,30/12/2019
998,7,1,5,6,6/9/2019
998,7,1,7,7,12/6/2019
998,5,1,6,2,18/3/2019
791,3,2,10,3,21/12/2019
791,2,2,10,6,20/9/2019
791,1,3,10,5,19/6/2019
791,1,2,8,4,5/3/2019
8526,9,7,5,5,18/12/2019
8526,10,6,5,5,9/9/2019
8526,8,8,7,6,21/6/2019
8526,9,6,8,9,20/3/2019
11721,8,1,2,2,4/12/2019
11721,7,2,3,4,3/9/2019
11721,7,1,5,6,28/6/2019
11721,5,1,3,4,11/3/2019
8100,7,5,10,6,11/12/2019
8100,5,3,9,6,29/9/2019
8100,7,5,10,9,9/6/2019
8100,8,3,10,9,25/3/2019
7445,8,7,9,6,30/12/2019
7445,10,8,10,8,2/9/2019
7445,7,10,5,5,15/6/2019
7445,7,8,5,6,25/3/2019
873,6,3,7,7,1/12/2019
873,5,5,7,6,9/9/2019
873,4,4,7,4,21/6/2019
873,4,6,9,4,1/3/2019
5794,5,8,10,5,3/12/2019
5794,5,10,9,8,28/9/2019
5794,5,10,9,7,22/6/2019
5794,7,10,6,5,25/3/2019
11333,9,9,9,10,1/12/2019
11333,7,9,7,5,25/9/2019
11333,6,8,7,5,8/6/2019
11333,8,9,6,8,11/3/2019
2558,7,10,7,7,28/12/2019
2558,5,10,7,7,13/9/2019
2558,6,10,7,6,1/6/2019
2558,2,1,8,5,4/3/2019
5726,3,6,8,4,20/12/2019
5726,2,6,7,5,9/9/2019
5726,4,4,8,4,18/6/2019
5726,3,5,10,8,14/3/2019
11665,10,10,7,10,11/12/2019
11665,10,10,8,9,20/9/2019
11665,9,10,7,10,24/6/2019
11665,10,10,6,10,26/3/2019
2606,6,6,7,5,9/12/2019
2606,4,5,8,7,17/9/2019
2606,2,7,7,3,1/6/2019
2606,5,8,10,8,16/3/2019
11847,7,1,10,7,11/12/2019
11847,7,1,9,3,23/9/2019
11847,6,3,7,7,8/6/2019
11847,6,4,5,5,21/3/2019
6116,3,8,8,8,30/12/2019
6116,3,7,8,8,27/9/2019
6116,10,9,9,10,18/6/2019
6116,6,3,5,4,30/3/2019
7943,4,4,10,7,26/12/2019
7943,5,6,10,5,6/9/2019
7943,5,6,9,8,14/6/2019
7943,5,10,3,6,9/3/2019
9236,4,9,7,8,7/12/2019
9236,6,6,6,6,8/9/2019
9236,6,4,6,6,1/6/2019
9236,6,2,6,6,28/3/2019
9580,8,8,9,6,2/12/2019
9580,9,8,7,10,10/9/2019
9580,1,10,10,7,30/6/2019
9580,1,9,10,6,17/3/2019
6499,9,7,6,6,21/12/2019
6499,9,7,6,9,23/9/2019
6889,3,4,5,6,26/12/2019
6889,2,2,4,1,6/9/2019
6889,4,1,3,1,5/6/2019
6889,5,1,4,4,13/3/2019
2363,6,9,6,6,15/12/2019
2363,8,8,4,7,16/9/2019
2363,8,10,7,9,23/6/2019
2363,8,10,6,8,24/3/2019
836,3,1,9,3,22/12/2019
836,4,1,9,5,15/9/2019
836,5,1,7,5,2/6/2019
2490,4,7,10,9,15/12/2019
2490,3,8,10,7,9/9/2019
2490,3,9,8,8,6/6/2019
2490,1,6,3,2,10/3/2019
4673,9,9,9,10,5/12/2019
4673,9,9,10,8,29/9/2019
4673,6,9,2,4,18/6/2019
4673,4,10,3,3,27/3/2019
8589,6,4,8,6,22/12/2019
8589,8,2,6,3,5/9/2019
8589,6,3,8,6,20/6/2019
8589,4,1,10,5,23/3/2019
9352,3,4,7,4,31/12/2019
9352,2,7,7,3,28/9/2019
9352,1,9,8,7,8/6/2019
9352,9,8,10,10,25/3/2019
10276,3,8,6,4,1/12/2019
10276,4,9,6,4,19/9/2019
10276,5,9,7,8,3/6/2019
10276,4,8,5,4,9/3/2019
11543,8,3,6,6,8/12/2019
11543,9,1,5,5,6/9/2019
11543,9,3,4,3,27/6/2019
11543,10,4,5,6,31/3/2019
9337,5,9,7,9,19/12/2019
9337,6,9,8,6,4/9/2019
9337,5,7,6,4,2/6/2019
9337,7,5,7,5,8/3/2019
7576,7,10,10,10,13/12/2019
7576,5,10,10,6,13/9/2019
7576,7,8,2,6,8/6/2019
7576,8,9,1,7,11/3/2019
4030,7,6,7,7,28/12/2019
4030,7,5,7,8,22/9/2019
4030,7,5,7,4,2/6/2019
4030,5,7,8,7,4/3/2019
1119,4,5,1,1,29/12/2019
1119,3,6,2,3,28/9/2019
1119,1,8,3,3,16/6/2019
1119,1,6,2,4,27/3/2019
9866,10,8,4,9,23/12/2019
9866,8,10,6,9,12/9/2019
11293,3,10,7,6,17/12/2019
11293,3,10,6,7,6/9/2019
1985,10,6,9,9,30/12/2019
1985,9,8,10,10,12/9/2019
1985,8,10,8,7,2/6/2019
1985,10,10,7,9,28/3/2019
11879,3,7,9,7,22/12/2019
3697,4,8,4,6,6/12/2019
6146,3,2,3,4,17/12/2019
6146,3,7,9,4,25/9/2019
6146,3,7,10,5,23/6/2019
8736,5,7,10,5,28/12/2019
8736,5,4,4,5,28/9/2019
8736,7,3,4,3,27/6/2019
8736,6,5,4,6,14/3/2019
8583,9,6,9,9,28/12/2019
8583,7,5,7,7,6/9/2019
8536,4,6,10,6,4/12/2019
8536,3,5,10,8,2/9/2019
8855,1,1,10,3,30/12/2019
8855,1,1,10,3,7/9/2019
8855,8,8,7,6,25/6/2019
8855,6,6,9,7,30/3/2019
4243,1,2,3,1,29/12/2019
4243,1,2,4,1,28/9/2019
4243,1,4,3,3,25/6/2019
4243,1,4,1,1,24/3/2019
4247,5,10,10,9,20/12/2019
2979,4,6,7,7,30/12/2019
2979,4,4,9,5,6/9/2019
2979,6,2,10,4,25/6/2019
2979,5,2,8,3,24/3/2019
10189,4,6,1,1,10/12/2019
10189,4,5,1,3,29/9/2019
10189,4,3,1,2,29/6/2019
10189,3,3,2,3,11/3/2019
896,3,10,10,6,21/12/2019
4134,3,10,9,9,3/12/2019
4134,7,10,10,10,22/9/2019
4134,9,8,10,7,25/6/2019
4134,8,8,10,6,1/3/2019
2109,8,3,6,6,9/12/2019
2109,8,4,6,4,11/9/2019
1420,7,7,10,7,2/12/2019
1420,9,9,10,8,18/9/2019
1420,5,7,8,7,12/6/2019
1420,4,8,10,6,19/3/2019
10142,8,8,8,6,20/12/2019
10142,7,6,10,6,1/9/2019
10142,9,7,10,10,2/6/2019
10142,9,8,10,7,30/3/2019
5067,6,6,10,9,29/12/2019
5067,7,6,10,9,17/9/2019
5067,6,8,9,6,1/6/2019
5067,7,9,10,8,29/3/2019
8857,9,7,10,9,9/12/2019
8857,1,6,10,6,24/9/2019
8857,1,5,9,4,15/6/2019
8857,1,5,8,6,19/3/2019
7377,6,10,8,7,19/12/2019
7377,8,10,8,9,1/9/2019
7377,10,2,9,9,13/6/2019
7377,3,4,10,3,8/3/2019
11345,5,1,3,4,29/12/2019
11345,7,1,5,4,12/9/2019
11345,8,3,4,5,16/6/2019
11345,9,4,6,7,24/3/2019
5419,9,6,7,8,5/12/2019
12369,4,7,8,4,19/12/2019
12369,4,7,6,7,13/9/2019
12369,2,6,7,5,24/6/2019
138,4,8,8,5,26/12/2019
138,6,8,7,5,15/9/2019
138,2,9,7,8,9/6/2019
138,3,9,5,4,27/3/2019
9844,2,7,7,7,29/12/2019
9844,2,5,8,5,7/9/2019
9844,2,5,10,5,2/6/2019
9844,3,3,9,6,25/3/2019
327,4,7,3,2,24/12/2019
327,4,9,1,3,24/9/2019
327,4,7,2,5,17/6/2019
327,3,5,4,5,30/3/2019
9238,6,8,6,4,15/12/2019
9238,7,8,6,7,2/9/2019
9238,6,6,8,4,12/6/2019
9238,7,7,8,7,20/3/2019
2178,3,3,6,2,27/12/2019
2178,5,4,5,6,23/9/2019
2495,1,6,10,7,19/12/2019
2495,2,4,8,4,13/9/2019
2495,1,5,8,3,8/6/2019
888,7,6,4,7,12/12/2019
888,8,4,4,5,5/9/2019
4744,5,9,4,6,6/12/2019
4744,2,7,7,3,16/9/2019
4744,1,6,9,4,23/6/2019
11291,9,7,9,6,13/12/2019
11291,7,9,8,9,6/9/2019
11291,6,9,10,10,20/6/2019
11291,8,8,10,7,2/3/2019
1419,7,7,2,3,31/12/2019
1419,7,6,1,6,8/9/2019
1419,5,8,1,4,1/6/2019
1419,7,7,2,3,10/3/2019
8185,3,7,7,3,28/12/2019
8185,4,7,8,5,7/9/2019
3397,4,1,9,5,12/12/2019
3397,5,3,10,4,21/9/2019
3397,6,3,9,8,8/6/2019
4043,4,10,10,6,25/12/2019
4043,6,10,9,7,24/9/2019
4043,3,1,3,3,23/6/2019
4043,4,2,5,1,31/3/2019
8881,4,1,8,4,24/12/2019
8881,3,2,10,6,10/9/2019
8881,4,2,10,7,14/6/2019
8881,5,4,9,6,28/3/2019
5880,8,8,8,9,31/12/2019
5880,10,8,8,8,3/9/2019
1770,3,10,9,7,20/12/2019
1770,4,10,10,8,30/9/2019
1770,2,9,8,4,21/6/2019
1770,3,9,8,4,29/3/2019
3001,1,9,7,4,13/12/2019
3001,1,10,6,4,6/9/2019
3001,1,10,8,6,7/6/2019
3001,9,3,10,7,28/3/2019
5808,8,9,10,10,21/12/2019
5808,6,10,8,9,26/9/2019
2553,3,3,7,6,23/12/2019
2553,5,1,9,6,9/9/2019
1657,1,10,2,3,26/12/2019
1657,1,10,1,4,12/9/2019
1657,1,10,2,3,4/6/2019
1657,3,8,1,6,22/3/2019
6452,6,8,3,5,21/12/2019
6452,7,10,5,7,5/9/2019
6452,7,10,6,7,17/6/2019
8751,3,7,7,5,13/12/2019
8751,2,5,8,6,4/9/2019
8751,4,6,7,7,11/6/2019
8751,5,8,7,8,30/3/2019
3976,10,9,8,9,7/12/2019
7150,4,5,3,5,28/12/2019
7150,2,3,3,1,4/9/2019
7150,1,5,1,3,8/6/2019
7150,3,4,1,2,3/3/2019
7621,10,3,9,6,25/12/2019
7621,9,4,10,8,4/9/2019
7621,8,5,9,6,6/6/2019
7621,1,6,6,3,8/3/2019
7958,4,9,8,7,6/12/2019
7958,3,2,9,4,24/9/2019
7958,2,4,10,6,19/6/2019
7958,6,10,5,9,31/3/2019
957,10,1,1,2,20/12/2019
957,4,10,8,5,29/9/2019
957,6,10,10,10,22/6/2019
957,7,8,10,10,25/3/2019
171,7,6,8,5,8/12/2019
171,7,7,8,8,23/9/2019
171,7,6,7,8,30/6/2019
171,6,6,7,8,3/3/2019
6745,9,8,9,9,2/12/2019
6745,10,9,9,9,1/9/2019
6745,9,9,10,10,27/6/2019
6745,1,3,10,5,30/3/2019
3607,3,6,8,3,31/12/2019
3607,4,6,10,6,29/9/2019
3607,2,5,10,6,24/6/2019
3607,4,4,3,3,24/3/2019
9362,10,5,6,7,26/12/2019
9362,10,5,8,5,18/9/2019
3411,2,10,1,4,6/12/2019
3411,1,10,1,3,7/9/2019
3411,1,8,2,2,25/6/2019
3411,1,8,4,6,22/3/2019
11477,9,10,10,8,11/12/2019
11477,4,8,10,8,5/9/2019
11477,3,8,10,9,27/6/2019
11477,5,7,10,6,1/3/2019
8982,4,9,6,8,7/12/2019
8982,9,7,7,6,6/9/2019
8982,8,6,7,6,19/6/2019
8982,6,6,8,6,27/3/2019
4581,6,7,9,8,2/12/2019
2868,3,5,7,7,15/12/2019
2868,5,7,7,8,20/9/2019
2868,6,5,6,5,29/6/2019
63,6,10,3,4,30/12/2019
2000,8,6,9,5,28/12/2019
9251,2,1,7,5,9/12/2019
9251,3,1,9,2,5/9/2019
9251,2,1,9,5,26/6/2019
9251,2,9,6,3,15/3/2019
2520,7,8,7,5,17/12/2019
2520,7,9,8,8,30/9/2019
2520,7,9,7,8,9/6/2019
5189,7,6,9,5,22/12/2019
7473,5,7,1,5,16/12/2019
2906,6,8,7,9,25/12/2019
2906,8,7,8,5,7/9/2019
2906,7,7,8,5,16/6/2019
2906,9,7,7,7,24/3/2019
3816,3,8,9,4,3/12/2019
3816,4,8,9,5,24/9/2019
8866,6,6,7,7,22/12/2019
8866,6,8,7,6,5/9/2019
10635,7,10,9,6,19/12/2019
10635,7,10,10,8,6/9/2019
10635,8,10,8,6,22/6/2019
10635,8,10,7,9,24/3/2019
11657,4,6,9,4,9/12/2019
11657,3,7,8,4,29/9/2019
11657,5,5,7,5,30/6/2019
2354,8,3,2,5,22/12/2019
2354,2,7,10,6,10/9/2019
2354,1,8,10,8,11/6/2019
2354,1,9,10,4,30/3/2019
11432,3,1,5,1,14/12/2019
11432,4,1,5,2,6/9/2019
11432,4,3,6,3,29/6/2019
11432,3,4,4,4,17/3/2019
4837,9,7,8,9,6/12/2019
4837,10,7,10,9,10/9/2019
4837,10,9,10,10,3/6/2019
4837,9,10,10,8,21/3/2019
2422,2,3,7,4,4/12/2019
166,9,10,3,8,11/12/2019
166,8,8,2,7,3/9/2019
166,9,10,1,7,30/6/2019
166,10,8,10,10,4/3/2019
2713,4,8,1,3,24/12/2019
2713,3,9,1,4,12/9/2019
2713,4,10,2,3,1/6/2019
7643,8,10,5,7,16/12/2019
7643,6,9,5,7,18/9/2019
7643,9,10,9,9,27/6/2019
7643,10,10,8,9,14/3/2019
6270,8,1,8,6,16/12/2019
6270,8,3,10,9,9/9/2019
6270,6,1,10,7,26/6/2019
6270,4,1,8,5,25/3/2019
1512,6,7,4,4,16/12/2019
1512,1,9,7,6,20/9/2019
1512,1,8,8,7,1/6/2019
1512,2,9,8,8,6/3/2019
6978,3,6,3,4,23/12/2019
6978,4,7,4,6,18/9/2019
2248,6,8,8,5,21/12/2019
2248,7,8,9,10,30/9/2019
2248,9,8,7,7,13/6/2019
8133,2,7,7,4,3/12/2019
8133,1,7,5,3,23/9/2019
8133,2,9,4,4,27/6/2019
8133,1,9,4,4,22/3/2019
1996,10,8,2,5,21/12/2019
1996,10,8,1,5,27/9/2019
1996,10,10,3,9,30/6/2019
1996,10,10,1,9,11/3/2019
5282,1,10,9,8,31/12/2019
5282,1,8,7,4,20/9/2019
5282,1,8,6,7,30/6/2019
5282,6,10,9,9,4/3/2019
10554,7,7,5,6,6/12/2019
10554,5,7,3,4,24/9/2019
10554,6,5,4,7,4/6/2019
10266,3,7,10,4,13/12/2019
10266,1,8,10,6,16/9/2019
10266,6,9,10,10,5/6/2019
10266,6,10,8,8,21/3/2019
11566,5,9,10,8,30/12/2019
11566,4,8,10,6,12/9/2019
11566,5,8,10,8,4/6/2019
11566,5,7,8,5,13/3/2019
9084,4,7,2,5,12/12/2019
8284,8,8,7,6,15/12/2019
8284,10,1,8,6,20/9/2019
8284,7,8,10,6,3/6/2019
8284,9,10,8,10,25/3/2019
12152,6,5,5,5,26/12/2019
12152,6,4,6,7,1/9/2019
12152,1,10,7,5,17/6/2019
12152,1,10,6,3,3/3/2019
10664,4,3,6,3,26/12/2019
10664,5,1,4,4,1/9/2019
10664,4,2,4,2,23/6/2019
10664,4,1,3,1,26/3/2019
2851,7,9,4,4,30/12/2019
2851,7,9,4,4,28/9/2019
2851,8,7,4,4,5/6/2019
2851,8,9,2,5,21/3/2019
7536,5,8,8,5,4/12/2019
7536,5,10,10,8,19/9/2019
7536,3,10,10,7,16/6/2019
7536,5,10,10,8,1/3/2019
330,7,7,7,8,11/12/2019
330,8,8,7,9,22/9/2019
330,6,10,9,8,10/6/2019
330,4,10,10,6,25/3/2019
3766,8,5,10,9,1/12/2019
3766,6,5,10,7,1/9/2019
3256,2,9,8,4,20/12/2019
3256,2,9,9,7,7/9/2019
10699,4,3,9,3,31/12/2019
10699,5,8,6,4,16/9/2019
10699,7,10,5,6,19/6/2019
10699,5,8,4,7,12/3/2019
10591,10,6,3,4,25/12/2019
10591,9,5,4,7,12/9/2019
10591,7,7,2,7,19/6/2019
83,5,7,9,7,15/12/2019
83,6,5,6,7,20/9/2019
83,4,4,5,3,16/6/2019
83,5,5,6,7,23/3/2019
10491,6,1,7,3,17/12/2019
10491,7,1,8,3,8/9/2019
10491,8,1,9,5,14/6/2019
10491,8,7,4,4,26/3/2019
12147,8,2,6,3,19/12/2019
12147,10,1,7,6,27/9/2019
12147,10,1,8,6,24/6/2019
12147,10,1,7,6,18/3/2019
2677,9,8,9,9,17/12/2019
2677,9,6,10,9,12/9/2019
2677,7,6,10,5,20/6/2019
2677,5,5,8,6,7/3/2019
5806,1,3,3,3,5/12/2019
5806,3,1,4,1,6/9/2019
5806,5,2,2,5,8/6/2019
5806,10,8,3,5,19/3/2019
2205,3,1,7,5,18/12/2019
2205,2,1,7,2,30/9/2019
2205,3,3,9,4,19/6/2019
2205,3,3,7,5,16/3/2019
10339,8,7,10,8,13/12/2019
10339,10,7,8,9,2/9/2019
10339,10,5,8,6,27/6/2019
10339,9,4,3,6,22/3/2019
11865,10,10,5,6,25/12/2019
11865,8,10,5,6,25/9/2019
11865,7,10,3,4,26/6/2019
10780,4,6,8,5,20/12/2019
10780,4,6,9,7,28/9/2019
10780,3,4,7,2,2/6/2019
10780,1,3,9,2,8/3/2019
7103,2,5,7,3,1/12/2019
7103,1,3,9,2,11/9/2019
7103,1,3,7,4,20/6/2019
7103,1,1,5,3,6/3/2019
3145,9,6,1,6,17/12/2019
3145,10,8,3,8,11/9/2019
3145,8,8,4,7,19/6/2019
9146,6,1,1,1,24/12/2019
9146,6,3,1,3,14/9/2019
9146,7,3,3,4,14/6/2019
10113,5,8,7,8,8/12/2019
10113,5,7,9,8,26/9/2019
10113,4,7,8,4,23/6/2019
10113,3,9,10,6,20/3/2019
8824,2,1,3,1,28/12/2019
8824,3,1,5,4,16/9/2019
8824,5,1,6,4,11/6/2019
8824,3,2,7,6,19/3/2019
11386,10,6,9,7,25/12/2019
11386,10,4,10,10,29/9/2019
11386,10,2,10,8,10/6/2019
11386,10,1,10,8,1/3/2019
5398,10,8,1,4,7/12/2019
5398,10,6,1,5,9/9/2019
5151,9,1,7,4,25/12/2019
5151,10,1,8,4,4/9/2019
5151,10,3,6,4,15/6/2019
4660,5,5,8,6,19/12/2019
4660,3,6,8,6,14/9/2019
4660,1,7,6,3,18/6/2019
4660,1,8,8,6,3/3/2019
7865,6,4,1,5,25/12/2019
7865,1,7,6,3,22/9/2019
7865,5,1,8,3,5/6/2019
7865,7,1,9,7,4/3/2019
2335,1,8,10,8,15/12/2019
2335,1,6,9,7,25/9/2019
2335,3,8,7,8,8/6/2019
2335,4,7,7,5,27/3/2019
1403,5,7,7,5,28/12/2019
1403,3,8,6,6,22/9/2019
1403,3,10,5,7,29/6/2019
1403,3,10,3,5,2/3/2019
4378,2,7,7,6,21/12/2019
4378,1,5,7,3,15/9/2019
4378,1,7,5,4,6/6/2019
4378,1,7,5,5,25/3/2019
5085,3,3,1,1,17/12/2019
5085,3,10,3,5,21/9/2019
5085,5,10,4,6,22/6/2019
5085,9,9,10,8,5/3/2019
9708,4,3,10,4,25/12/2019
9708,2,4,10,4,1/9/2019
9708,3,8,3,3,26/6/2019
9708,1,7,2,4,1/3/2019
6228,1,8,10,7,1/12/2019
6228,2,7,10,8,11/9/2019
6228,2,6,10,8,22/6/2019
6228,2,8,10,4,22/3/2019
1308,9,7,2,8,20/12/2019
1308,10,6,1,7,12/9/2019
1308,10,6,2,7,21/6/2019
1308,10,8,8,10,31/3/2019
10208,2,8,3,2,28/12/2019
10208,2,8,1,4,15/9/2019
10208,9,8,9,9,22/6/2019
10208,10,6,10,7,29/3/2019
8860,6,8,6,4,13/12/2019
8860,6,6,5,6,10/9/2019
8860,4,8,7,5,4/6/2019
8860,3,10,5,8,10/3/2019
4892,9,1,10,7,2/12/2019
4892,3,10,3,4,24/9/2019
4892,3,10,2,5,13/6/2019
4892,4,3,6,2,23/3/2019
4365,3,8,8,4,25/12/2019
4365,2,9,9,4,8/9/2019
4365,2,7,10,7,8/6/2019
4365,4,5,10,4,24/3/2019
7903,8,10,3,8,25/12/2019
7903,3,9,8,4,16/9/2019
7472,6,8,3,6,6/12/2019
539,9,3,7,6,11/12/2019
539,10,5,6,5,7/9/2019
539,10,4,5,8,16/6/2019
1907,4,10,3,5,25/12/2019
1907,9,7,9,10,7/9/2019
1907,10,8,10,9,16/6/2019
1907,10,6,10,8,6/3/2019
3365,5,6,10,7,19/12/2019
3365,5,4,8,5,7/9/2019
3365,5,2,8,4,4/6/2019
3365,4,3,8,4,6/3/2019
11459,5,10,8,7,29/12/2019
11459,4,8,7,7,14/9/2019
12243,9,10,1,5,22/12/2019
12243,7,10,1,8,23/9/2019
12243,9,10,1,7,22/6/2019
12243,10,10,1,8,15/3/2019
2506,3,6,9,5,2/12/2019
2506,1,8,6,6,10/9/2019
2506,1,9,5,3,13/6/2019
2506,1,7,6,5,24/3/2019
10136,4,8,7,8,16/12/2019
10136,9,9,8,8,11/9/2019
10136,9,7,9,7,23/6/2019
10136,7,8,10,7,1/3/2019
11472,2,10,2,2,2/12/2019
11472,4,10,4,4,29/9/2019
11472,3,9,4,6,22/6/2019
11472,1,7,5,2,1/3/2019
8598,3,9,3,6,25/12/2019
8598,1,9,1,5,14/9/2019
8598,5,10,10,8,26/6/2019
8598,3,10,10,9,25/3/2019
11724,4,3,7,4,5/12/2019
11724,3,5,8,3,18/9/2019
11724,3,4,6,6,9/6/2019
11724,5,3,8,4,26/3/2019
960,3,8,10,8,21/12/2019
960,3,7,8,4,10/9/2019
6522,4,10,7,9,16/12/2019
6522,3,10,6,7,8/9/2019
6522,5,10,5,5,19/6/2019
6486,6,8,2,5,15/12/2019
6486,4,8,3,7,3/9/2019
6486,3,7,1,3,29/6/2019
6486,5,6,1,3,25/3/2019
10906,6,8,7,7,9/12/2019
10906,6,10,6,7,23/9/2019
4526,10,7,4,7,22/12/2019
4526,8,6,3,5,16/9/2019
4526,7,8,1,7,21/6/2019
4526,9,8,1,6,18/3/2019
9943,3,6,4,3,18/12/2019
9943,5,5,3,3,7/9/2019
9943,4,5,1,2,8/6/2019
9943,6,6,1,6,4/3/2019
8307,6,6,7,7,7/12/2019
8307,7,5,6,6,22/9/2019
8307,6,4,4,6,9/6/2019
8307,5,6,4,3,1/3/2019
3531,6,4,4,2,15/12/2019
3531,5,4,3,4,28/9/2019
3531,4,3,5,3,9/6/2019
3531,4,4,6,6,31/3/2019
8848,8,9,8,9,5/12/2019
8848,4,7,3,4,5/9/2019
8848,4,8,1,5,20/6/2019
